Tweet,Fecha,Locacion,Coordenadas
"Idea para baño completo
Combinación de colores 
Depósito de wc empotrado
#Baño #Azulejo https://t.co/Uw0CKkeBFt",Thu Apr 08 14:33:01 +0000 2021,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
QUE SABROSO SE HACE CRUISING EN LOS WC DE LA MULTIPLAZA,Thu Apr 08 21:46:23 +0000 2021,MultiPlaza Cancún,"[[[-86.871213, 21.189582], [-86.871213, 21.189582], [-86.871213, 21.189582], [-86.871213, 21.189582]]]"
MAME Y ME MAMARON MUY RICO MI VERGA EN LOS WC DE LA MULTIPLAZA CANCUN,Fri Apr 09 01:34:03 +0000 2021,"Benito Juárez, Quintana Roo","[[[-87.322724, 20.734206], [-87.322724, 21.363232], [-86.740605, 21.363232], [-86.740605, 20.734206]]]"
Las jardineras no son el WC 🚽 de los perros 🐕🤬,Sat Apr 10 16:00:29 +0000 2021,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
"@Tonybb41 Peeeero... creo que con esta bebida, necesitaríamos más que un WC pa’ curarnos 🤯🤯🤯🤯🤯🤯🤯🤯🤯",Mon Apr 12 08:13:13 +0000 2021,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
"This is my #FPL WC team for #GW32. My budget was 106.8M (now down to 106.0M - mostly through selling Bruno).

I tri… https://t.co/fC2G8hb4OR",Fri Apr 16 04:36:30 +0000 2021,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
"No mames ando en el wc , que bueno que lo fallo para ver el 122",Mon Apr 19 03:07:57 +0000 2021,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
@pachecoauro @mario_delgado Le hubieran rociado un poco de gasolina al WC y aventado  un cerillo con el hijoeputa d… https://t.co/IrkLrOp3h7,Mon Apr 19 17:46:05 +0000 2021,"Ensenada, Baja California","[[[-118.403857, 27.998889], [-118.403857, 32.314088], [-112.7559, 32.314088], [-112.7559, 27.998889]]]"
"@Fer_MX10 Cualquier día, en el escenario habrá un WC y un lavamanos. Así podremos ver lo que sí sabe hacer muy bien… https://t.co/di3WoybSoY",Wed Apr 21 13:20:25 +0000 2021,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
"Idea para baño
Combinación de colores
Depósito de agua empotrado
Lavabo &amp; wc flotante 
#Azulejo #Mosaico https://t.co/3a3ZTPl3Xp",Fri Apr 23 19:52:25 +0000 2021,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
@LIRIO_AG Vives en Mty. En Puebla hasta el tanque del wc se tapa con el sarro y sales que contiene el agua. Hay lug… https://t.co/9LJlqCDbkE,Fri Apr 23 23:45:40 +0000 2021,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
"@beltrandelrio Estas elecciones son un WC gigante, ahí va tooooda la miedra politiquera trespesina. Es super triste.",Sun Apr 25 04:41:51 +0000 2021,"Emiliano Zapata, Morelos","[[[-99.223081, 18.742935], [-99.223081, 18.880499], [-99.142642, 18.880499], [-99.142642, 18.742935]]]"
Este 6 de junio bota para votar al kks y la kk de  México quede dónde debe de estar en el WC . https://t.co/4Zxvl7Eau8,Thu May 06 01:34:09 +0000 2021,"Acapulco de Juárez, Guerrero","[[[-99.995232, 16.684013], [-99.995232, 17.233886], [-99.476067, 17.233886], [-99.476067, 16.684013]]]"
Este 6 de junio vota para botar al kks y el kks quedé  dónde debe de estar la escoria en el WC . https://t.co/oirD6kCLZD,Thu May 06 01:38:29 +0000 2021,"Acapulco de Juárez, Guerrero","[[[-99.995232, 16.684013], [-99.995232, 17.233886], [-99.476067, 17.233886], [-99.476067, 16.684013]]]"
"Quesque renovaron los baños del @AICM_mx… ya no huelen a orines, pero por la austeridá no alcanzó para poner asientos en los wc 🚽",Sat May 08 02:24:08 +0000 2021,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
@Chandengue72 @ElAntiAMLO1 Al WC directo!!!!,Sun May 09 00:57:02 +0000 2021,"Culiacán, Sinaloa","[[[-107.806281, 24.028162], [-107.806281, 25.296815], [-106.877832, 25.296815], [-106.877832, 24.028162]]]"
Cud feel tht WC again by just hearing this,Sun May 09 02:12:33 +0000 2021,"Veracruz, Veracruz de Ignacio de la Llave","[[[-96.340535, 19.102814], [-96.340535, 19.265092], [-96.118258, 19.265092], [-96.118258, 19.102814]]]"
Y resultó que era un proveedor 🙄 porque no dejo de llamar hasta que salí del WC 🤣🤣,Tue May 11 17:25:19 +0000 2021,"San Fernando, Chiapas","[[[-93.320672, 16.793558], [-93.320672, 17.031296], [-93.092183, 17.031296], [-93.092183, 16.793558]]]"
Pues que se hace en estos casos? Hay una rana en mi WC ya me brinco en la nalga!! Casi me da un infarto. https://t.co/3H4iVxc6Ha,Thu May 13 17:59:47 +0000 2021,"Centro, Tabasco","[[[-93.248341, 17.7035], [-93.248341, 18.340419], [-92.584658, 18.340419], [-92.584658, 17.7035]]]"
@La_Angye Cuando llegas al wc https://t.co/CQbAKKqTxE,Sun May 16 04:39:29 +0000 2021,"Chimalhuacán, México","[[[-98.989059, 19.372499], [-98.989059, 19.464765], [-98.892626, 19.464765], [-98.892626, 19.372499]]]"
Ahorrar Agua CDMX.                  3.-Cuando vas a orinar en la noche no le jales al WC hasta que sea de mañana te… https://t.co/10hGg6XsN3,Tue May 18 12:45:40 +0000 2021,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
Imaginen su mala suerte si andan con ganas de ir al wc y no hay agua en la oficina,Fri May 21 15:10:15 +0000 2021,"Tijuana, Baja California","[[[-117.298421, 32.098292], [-117.298421, 32.567461], [-116.559783, 32.567461], [-116.559783, 32.098292]]]"
@liverpoolmexico Parece que está en el wc https://t.co/VtyPRvg0an,Sun May 23 22:28:34 +0000 2021,"Culiacán, Sinaloa","[[[-107.806281, 24.028162], [-107.806281, 25.296815], [-106.877832, 25.296815], [-106.877832, 24.028162]]]"
¿Seré la única que no lleva al WC su celular?,Tue May 25 01:59:05 +0000 2021,"San Fernando, Chiapas","[[[-93.320672, 16.793558], [-93.320672, 17.031296], [-93.092183, 17.031296], [-93.092183, 16.793558]]]"
"@xLlaveritoGirl @Karinabmg Ahhhhh eso si yo no sé, no ando ando revisando lo que hace en el wc 🤣🤣🤣🤣🤣 perdón un pequeña broma 🙈",Tue May 25 18:37:03 +0000 2021,"Guadalupe, Nuevo León","[[[-100.274823, 25.621688], [-100.274823, 25.731519], [-100.117445, 25.731519], [-100.117445, 25.621688]]]"
@ngeldelcielo12 Es la paranoia que le quedó de la L12 y después de que entró al WC y no había papel.,Sat May 29 11:40:27 +0000 2021,"Naucalpan de Juárez, México","[[[-99.413769, 19.412031], [-99.413769, 19.535557], [-99.207087, 19.535557], [-99.207087, 19.412031]]]"
"Me estaba sintiendo mal en la mañana, solo fui al WC y con eso me sentí mejor, me estaba absorbiendo todo mi ki 🤔",Tue Jun 01 15:49:05 +0000 2021,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
"@franciscoreyno7 @CarlosLoret @latinus_us Cacas, cacas, cacas el palacio wc donde vive el cacas",Sun Jun 06 15:29:51 +0000 2021,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
Ve a ese tipo es como ver la wc después de defecar!,Mon Jun 07 01:30:49 +0000 2021,"Atizapán de Zaragoza, México","[[[-99.330259, 19.51799], [-99.330259, 19.611185], [-99.208125, 19.611185], [-99.208125, 19.51799]]]"
Ojalá le den piedras en los riñones al OGT despachador de BP que no me quiso dejar usar su WC alegando que solo med… https://t.co/t703tqf3KV,Tue Jun 08 14:17:58 +0000 2021,"Coyoacán, Distrito Federal","[[[-99.205809, 19.297011], [-99.205809, 19.359755], [-99.098871, 19.359755], [-99.098871, 19.297011]]]"
Tan fácil que es bajarle la palanca al WC 🙄🙄,Wed Jun 09 19:06:06 +0000 2021,"Toluca, México","[[[-99.782579, 19.076393], [-99.782579, 19.49225], [-99.528773, 19.49225], [-99.528773, 19.076393]]]"
"@ClaudiaAdame A mi lo que n wc dio risa es que cuando vino de visita muchas caravanas, para que hoy dijera eso con tanta bonacheria.",Wed Jun 09 23:55:17 +0000 2021,"Xaloztoc, Tlaxcala","[[[-98.077469, 19.375667], [-98.077469, 19.451708], [-97.966381, 19.451708], [-97.966381, 19.375667]]]"
@MIGHTYSPURZ Cantona was part of the worst generation of french football (missed WC twice in a row) while zidane wa… https://t.co/lkb0yi34ph,Sat Jun 12 07:51:34 +0000 2021,"Cuernavaca, Morelos","[[[-99.341179, 18.842003], [-99.341179, 19.025621], [-99.180459, 19.025621], [-99.180459, 18.842003]]]"
I remember in 98 WC I went to the game Denmark -SA great fans these Danish great atmosphere #EURO2020,Sat Jun 12 16:01:33 +0000 2021,"Cuernavaca, Morelos","[[[-99.341179, 18.842003], [-99.341179, 19.025621], [-99.180459, 19.025621], [-99.180459, 18.842003]]]"
Hungary ..last time I seen hungarians playing on an official tournament was in 1982 WC when they BEAT El Salvador 10-1 haha TEN -1,Tue Jun 15 16:04:24 +0000 2021,"Cuernavaca, Morelos","[[[-99.341179, 18.842003], [-99.341179, 19.025621], [-99.180459, 19.025621], [-99.180459, 18.842003]]]"
"Una planta de tratamiento es la herramienta más efectiva para ahorrar agua, reciclándola para wc y/o riego.  (junto… https://t.co/FS5MU6HukD",Wed Jun 16 22:45:27 +0000 2021,"Cuajimalpa de Morelos, Distrito Federal","[[[-99.364536, 19.232313], [-99.364536, 19.405081], [-99.246625, 19.405081], [-99.246625, 19.232313]]]"
@FlynnTHFC @djstevemcgrath Haha what are u talking about ..is always like that wether euro or WC ..and it's perfect… https://t.co/ZjtfA0RGqD,Mon Jun 21 19:19:38 +0000 2021,"Tlalpan, Distrito Federal","[[[-99.315748, 19.087511], [-99.315748, 19.311459], [-99.10098, 19.311459], [-99.10098, 19.087511]]]"
"@DonPorfifirio Por más que quieras dormir con este clima, el control cerebral manda al wc sin remedio",Sun Jun 27 13:34:58 +0000 2021,"La Magdalena Contreras, Distrito Federal","[[[-99.322812, 19.213113], [-99.322812, 19.338016], [-99.206241, 19.338016], [-99.206241, 19.213113]]]"
"@BurkleMiguel @SkyAlertMx @ffloresm Pero hay WC que es lo que importa...!!
✌🏼😅👍🏻",Tue Jun 29 02:40:13 +0000 2021,"La Paz, México","[[[-98.994694, 19.332316], [-98.994694, 19.38905], [-98.899983, 19.38905], [-98.899983, 19.332316]]]"
@tellme_G Llévame al WC 🙏🏿,Thu Jul 01 12:36:47 +0000 2021,"Morelia, Michoacán de Ocampo","[[[-101.508271, 19.442976], [-101.508271, 19.862472], [-101.043269, 19.862472], [-101.043269, 19.442976]]]"
@Imagen_Mx @qtf Frenada. Un regiomontano inventó el sistema para que el wc fuera el consumo de 6 litros,Fri Jul 02 16:20:06 +0000 2021,"Saltillo, Coahuila de Zaragoza","[[[-101.620178, 24.542295], [-101.620178, 25.522968], [-100.713744, 25.522968], [-100.713744, 24.542295]]]"
"El SR. López hace honor a su apellido, de Obrador, pues solo hace acciones de lo que va uno al wc Obra 💩",Tue Jul 06 18:49:58 +0000 2021,"Gustavo A. Madero, Distrito Federal","[[[-99.180678, 19.444937], [-99.180678, 19.592375], [-99.051103, 19.592375], [-99.051103, 19.444937]]]"
"@soyDiosaputona @soyelgroos Tu espejo, no mames,... Y tal vez el wc https://t.co/HYkAC0wgSk",Wed Jul 07 06:16:37 +0000 2021,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
The last 10 second farts sounds inside the WC 🚽 💨👌beautiful,Wed Jul 07 22:38:15 +0000 2021,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
That’s the eco of the WC 🚽 wonderful and mysterious 💨💨💨❤️,Wed Jul 07 23:03:36 +0000 2021,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
"Germany got helped by Refs in
86 WC QF
90 WC final
2010 Round of 16 
Sometimes can go your way
Sometimes can go against you
#DENENG",Thu Jul 08 07:14:02 +0000 2021,"Cuernavaca, Morelos","[[[-99.341179, 18.842003], [-99.341179, 19.025621], [-99.180459, 19.025621], [-99.180459, 18.842003]]]"
Copa América 93 and then WC USA 94,Sun Jul 11 16:43:44 +0000 2021,"Cuernavaca, Morelos","[[[-99.341179, 18.842003], [-99.341179, 19.025621], [-99.180459, 19.025621], [-99.180459, 18.842003]]]"
"@jrisco Ya no se cobrara en las ⛽ por ir al WC por lo tanto a cargar con su @Charmin , cobrando ó no los baños son… https://t.co/D3Tl5SVejP",Tue Jul 13 23:42:47 +0000 2021,"Lerma, México","[[[-99.572009, 19.221883], [-99.572009, 19.430672], [-99.381978, 19.430672], [-99.381978, 19.221883]]]"
"@PPTeamLaura @myppmarket Yo wc oh ch
#KCAMexico #PetsDePolinesios #LessliePolinesia #Polinesios",Wed Jul 14 14:00:40 +0000 2021,"Ario, Michoacán de Ocampo","[[[-101.852927, 18.950911], [-101.852927, 19.310609], [-101.564154, 19.310609], [-101.564154, 18.950911]]]"
@Nakachi_Mx @talipurpura Sobre todo si festejan que ya no cobren los wc en las gasolineras.,Mon Jul 19 23:43:56 +0000 2021,"Benito Juárez, Quintana Roo","[[[-87.322724, 20.734206], [-87.322724, 21.363232], [-86.740605, 21.363232], [-86.740605, 20.734206]]]"
Que incómodo es levantaré a esta hora al wc y taparlo😑.,Wed Jul 21 09:32:50 +0000 2021,"Aguascalientes, México","[[[-102.588385, 21.622938], [-102.588385, 22.07598], [-102.066029, 22.07598], [-102.066029, 21.622938]]]"
"#ladofdefrankenvivo
#tipicodefamiliasmexicanas
El cubre WC con cara de SANTA CLAUS, en Navidatt",Wed Jul 21 23:21:51 +0000 2021,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
"@Cuitlahuac_dg Puedes habilitar que el agua de tu lavabo se vaya al depósito del wc , y meter eco tecnología.",Thu Jul 22 00:30:36 +0000 2021,"Morelia, Michoacán de Ocampo","[[[-101.508271, 19.442976], [-101.508271, 19.862472], [-101.043269, 19.862472], [-101.043269, 19.442976]]]"
ese momento en el que te metes al wc y te llama todos mundo uno tras otro ☹️😞😬,Thu Jul 22 02:21:38 +0000 2021,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
@Nesly_Nefertiti Ben aux WC il faut aller !,Fri Jul 23 12:25:37 +0000 2021,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
"Pa que se den una idea.... entré a las 6 am a turno, no he desayunado, ni tomado agua ni mucho menos al wc 😰😰😰 me muero de hambreeeeeeee",Sat Jul 24 17:48:16 +0000 2021,"Acapulco de Juárez, Guerrero","[[[-99.995232, 16.684013], [-99.995232, 17.233886], [-99.476067, 17.233886], [-99.476067, 16.684013]]]"
@AhiAlemoran @m_ebrard No lo vayas a seguir al WC eh . No vaya a ser que sepas de qué color orina .,Mon Jul 26 12:59:25 +0000 2021,"Toluca, México","[[[-99.782579, 19.076393], [-99.782579, 19.49225], [-99.528773, 19.49225], [-99.528773, 19.076393]]]"
@lilbaby4PF @mamiboricua_ At the 2026 MEX-US-CAN WC with my future wifey😍disfrutando de unos partidasoz hijo de su🤤,Wed Aug 04 05:38:41 +0000 2021,"Uruapan, Michoacán de Ocampo","[[[-102.400296, 19.254785], [-102.400296, 19.623719], [-101.934831, 19.623719], [-101.934831, 19.254785]]]"
"Antes el estar en el trono del wc era para leer las letras pequeñas de cuanta cosa,  ahora es para leer hilos de Tw… https://t.co/Tl2OmvL1Hc",Thu Aug 05 17:47:01 +0000 2021,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
"@arly_diaza 1. Tienen agua para el wc y lavarse las manos?
2. Hay jabón?
3. Cuentan con gel antibacterial?
4. Hay r… https://t.co/bu3TpkwcOD",Fri Aug 06 15:37:43 +0000 2021,"Venustiano Carranza, Distrito Federal","[[[-99.128294, 19.404352], [-99.128294, 19.459799], [-99.04734, 19.459799], [-99.04734, 19.404352]]]"
"Que fue ?
Solo fui al WC y ya están empatados a 1",Sat Aug 07 00:51:08 +0000 2021,"Apodaca, Nuevo León","[[[-100.277595, 25.694281], [-100.277595, 25.863077], [-100.05984, 25.863077], [-100.05984, 25.694281]]]"
"@betunatun_ Ya sé, luego yo me aviento 30 minutos sentadote en el WC por estar en Twitter.",Sat Aug 07 01:30:54 +0000 2021,"Benito Juárez, Quintana Roo","[[[-87.322724, 20.734206], [-87.322724, 21.363232], [-86.740605, 21.363232], [-86.740605, 20.734206]]]"
"@Luis_COL2007 Épale Luis, acá nomás corrí al wc en la mañana!!! Que chingón, pero no se me da!!! 😔",Sat Aug 14 18:14:24 +0000 2021,"Culiacán, Sinaloa","[[[-107.806281, 24.028162], [-107.806281, 25.296815], [-106.877832, 25.296815], [-106.877832, 24.028162]]]"
"Pensé que nunca le quebraría, fue un juego para no pararse ni al WC 🔥🔥🔥",Sun Aug 15 00:25:52 +0000 2021,"Oaxaca de Juárez, Oaxaca","[[[-96.780697, 17.015437], [-96.780697, 17.165201], [-96.669308, 17.165201], [-96.669308, 17.015437]]]"
Qué tal los Wc 🚽 de los tiernitos de @salazar_08849 y @TitoMorenoLope2 pillines… habla con ellos @Padre_Kino1 https://t.co/kSf4FOi9sw,Mon Aug 16 15:45:58 +0000 2021,"Calkiní, Campeche","[[[-90.502714, 20.111775], [-90.502714, 20.848433], [-89.803411, 20.848433], [-89.803411, 20.111775]]]"
Listo tanque wc flotado https://t.co/5MLuD4jVZD,Tue Aug 17 13:01:09 +0000 2021,"Naucalpan de Juárez, México","[[[-99.413769, 19.412031], [-99.413769, 19.535557], [-99.207087, 19.535557], [-99.207087, 19.412031]]]"
"El sistema de cierre de flotador del wc me esta boicoteando y se filtra agua, ya ajuste la altura del flotador, debe quedar ya.",Tue Aug 17 13:11:42 +0000 2021,"Tijuana, Baja California","[[[-117.298421, 32.098292], [-117.298421, 32.567461], [-116.559783, 32.567461], [-116.559783, 32.098292]]]"
"@lopezobrador_ Solo falta que ponga un WC a la mitad del despacho presidencial para mostrarnos que caga como cualquier ser terrenal. 
🤬🤬🤬",Wed Aug 18 02:17:06 +0000 2021,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
@vianeygarrome @Navegaciones @CitlaHM @abrahamendieta @agustingc2012 @Gabyosoriohdz La política los hizo y el WC los juntó.,Tue Aug 24 02:25:13 +0000 2021,"Emiliano Zapata, Morelos","[[[-99.223081, 18.742935], [-99.223081, 18.880499], [-99.142642, 18.880499], [-99.142642, 18.742935]]]"
@lacornetafm a mí se me fue al wc la llave de la BMW nuevecita de mi jefe. Nunca lo supo,Tue Aug 24 18:40:37 +0000 2021,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
Me gusta poner papel en el wc antes de cagar para poder observar cómo la caca desaparece como barco a la deriva.,Thu Aug 26 15:15:03 +0000 2021,"Veracruz, Veracruz de Ignacio de la Llave","[[[-96.340535, 19.102814], [-96.340535, 19.265092], [-96.118258, 19.265092], [-96.118258, 19.102814]]]"
@fernandaostos El wc se tapó,Fri Aug 27 12:00:34 +0000 2021,"Gustavo A. Madero, Distrito Federal","[[[-99.180678, 19.444937], [-99.180678, 19.592375], [-99.051103, 19.592375], [-99.051103, 19.444937]]]"
"Cuando están en wc ajeno, ¿ustedes también apagan la luz para que no se escuchen los truenos y no huela mal?... Yo… https://t.co/2AF2ngvRwk",Fri Aug 27 15:03:55 +0000 2021,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
@angelarubii_ Dios los hace y el WC de terminal de autobuses de segunda los junta y los manda al caño azul.,Sun Aug 29 21:40:51 +0000 2021,"Temixco, Morelos","[[[-99.34517, 18.775423], [-99.34517, 18.91787], [-99.202689, 18.91787], [-99.202689, 18.775423]]]"
@hectorh09 Le tomas foto a lo que dejas ir por el WC cuando le jalas?,Wed Sep 01 00:06:04 +0000 2021,"Huixquilucan, México","[[[-99.404165, 19.305971], [-99.404165, 19.44218], [-99.232692, 19.44218], [-99.232692, 19.305971]]]"
@g_bouillon Se escondió en el wc portátil,Sat Sep 04 13:18:58 +0000 2021,"La Magdalena Contreras, Distrito Federal","[[[-99.322812, 19.213113], [-99.322812, 19.338016], [-99.206241, 19.338016], [-99.206241, 19.213113]]]"
Ya los vi reutilizando el agua del aire acondicionado para el wc 👀😂,Sun Sep 05 02:55:26 +0000 2021,"Mazatlán, Sinaloa","[[[-106.619116, 23.068553], [-106.619116, 23.867727], [-105.924379, 23.867727], [-105.924379, 23.068553]]]"
@ICCMediaComms just a heads up you refer to Adil Rashid as “Rashid Khan” in the article on England’s WC squad. It’s… https://t.co/dd86KX9NRc,Thu Sep 09 14:13:19 +0000 2021,"Ensenada, Baja California","[[[-118.403857, 27.998889], [-118.403857, 32.314088], [-112.7559, 32.314088], [-112.7559, 27.998889]]]"
@aracelibs @lopezdoriga Pues Yo ya bauticé mi WC con su nombre https://t.co/imwox7An7Y,Fri Sep 10 19:39:08 +0000 2021,"Corregidora, Querétaro Arteaga","[[[-100.508629, 20.361791], [-100.508629, 20.595719], [-100.370833, 20.595719], [-100.370833, 20.361791]]]"
No I want the Padres for WC game.,Sun Sep 12 23:20:55 +0000 2021,"Mexicali, Baja California","[[[-115.818421, 30.86042], [-115.818421, 32.718919], [-114.639939, 32.718919], [-114.639939, 30.86042]]]"
@mistresschapie Me encanta ser toilet y aquí estoy con mi Ama  comiendo su peditos y caquita le gustaría fuera su wc https://t.co/4YXqXS84nj,Thu Sep 16 18:06:13 +0000 2021,"Tlalnepantla de Baz, México","[[[-99.248181, 19.498594], [-99.248181, 19.589272], [-99.080384, 19.589272], [-99.080384, 19.498594]]]"
"@aguasprimo No, yo trabajo en la plaza. Y cuando estuve llendo al wc ahí seguía.",Sat Sep 18 01:38:54 +0000 2021,"Cuautitlán Izcalli, México","[[[-99.294897, 19.580497], [-99.294897, 19.732082], [-99.172417, 19.732082], [-99.172417, 19.580497]]]"
"@HermosilloGob  parque Leona Vicario, juegos de volley ball en las dos canchas y un wc por la calle Monterrey, adem… https://t.co/BGM7qmkxXd",Sat Sep 18 04:29:40 +0000 2021,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
"@pichonpavlovich @HermosilloGob  parque de la Leona Vicario, hasta un wc por la calle Monterrey. Muy concurrida la… https://t.co/jnDBDahovu",Sun Sep 19 05:06:02 +0000 2021,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
Globe. Fuska wc graffitistyle #globeone #fuska #wildchilds https://t.co/1Za1ahAdzc,Sun Sep 19 19:24:59 +0000 2021,"Aguascalientes, México","[[[-102.588385, 21.622938], [-102.588385, 22.07598], [-102.066029, 22.07598], [-102.066029, 21.622938]]]"
Ya que Dios le baje al WC para irnos todos...,Mon Sep 20 17:50:18 +0000 2021,"Metepec, México","[[[-99.647028, 19.215624], [-99.647028, 19.287437], [-99.512801, 19.287437], [-99.512801, 19.215624]]]"
"La 4T generación de servidores de la nación, sin mácula alguna y poblanos distinguidos caray al WC estos políticos",Sat Sep 25 01:51:21 +0000 2021,"Amozoc, Puebla","[[[-98.135471, 18.979722], [-98.135471, 19.146264], [-97.969741, 19.146264], [-97.969741, 18.979722]]]"
Graffity ilegal 2021 #globeone wc fsk https://t.co/k0iiLc8zxr,Sun Sep 26 14:27:32 +0000 2021,"Aguascalientes, México","[[[-102.588385, 21.622938], [-102.588385, 22.07598], [-102.066029, 22.07598], [-102.066029, 21.622938]]]"
@CartonCalderon Estaba mejor para desarrollar salsas para pizzas o wc inteligentes.,Mon Sep 27 23:03:56 +0000 2021,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
Julio to start the WC game.,Thu Sep 30 03:36:47 +0000 2021,"Mexicali, Baja California","[[[-115.818421, 30.86042], [-115.818421, 32.718919], [-114.639939, 32.718919], [-114.639939, 30.86042]]]"
@Enrique_Rojas1 Cómo desempatan si quedan empatados los 4 por los dos WC o 3 por el 2do WC? Todo es posible. Slds,Fri Oct 01 12:40:17 +0000 2021,"Huixquilucan, México","[[[-99.404165, 19.305971], [-99.404165, 19.44218], [-99.232692, 19.44218], [-99.232692, 19.305971]]]"
"Will never give up, but let’s mentally prepare ourselves for the WC vs the Cards.Padres are absolute trash and comp… https://t.co/DSKt5KHzcf",Fri Oct 01 18:27:37 +0000 2021,"Benito Juárez, Quintana Roo","[[[-87.322724, 20.734206], [-87.322724, 21.363232], [-86.740605, 21.363232], [-86.740605, 20.734206]]]"
E regresado al juego... Globe wc fuska.... https://t.co/OOzeBhzVPP,Sat Oct 02 12:20:26 +0000 2021,"Aguascalientes, México","[[[-102.588385, 21.622938], [-102.588385, 22.07598], [-102.066029, 22.07598], [-102.066029, 21.622938]]]"
Un trabajo realizado con gams yeahhh orgulloso de ver mi estilo en ciudades grandes... Globe gams fuska wc https://t.co/nDWLlmUwSJ,Sun Oct 03 07:05:44 +0000 2021,"Aguascalientes, México","[[[-102.588385, 21.622938], [-102.588385, 22.07598], [-102.066029, 22.07598], [-102.066029, 21.622938]]]"
Asi las cosas para cerrar la temporada en Grandes Ligas en lo que respecta a la liga americana y su WC   @Yankees… https://t.co/kLbgSDIZ3n,Sun Oct 03 17:04:02 +0000 2021,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
Ok. WC here we go.,Sun Oct 03 20:28:43 +0000 2021,"Tijuana, Baja California","[[[-117.298421, 32.098292], [-117.298421, 32.567461], [-116.559783, 32.567461], [-116.559783, 32.098292]]]"
"@ChicaRun1 😊.

Café, pan con mermelada, un plátano, hidratación previa.

Pasar al wc 😅.

Y vamos a devorar 21, 42 k… https://t.co/mIVzq5Hv7o",Thu Oct 07 01:35:31 +0000 2021,"Corregidora, Querétaro Arteaga","[[[-100.508629, 20.361791], [-100.508629, 20.595719], [-100.370833, 20.595719], [-100.370833, 20.361791]]]"
